what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1580417080865
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1580417080865
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1580417080865
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1580417080865
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1580417080865
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1580417080865
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1580417080865
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1580417080865
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1580417080865
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1580417080865
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1580417080865
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1580417080865
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1580417080865
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1580417080865
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1580417080865
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1580417080865
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1580417080865
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1580417080865
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1580417080865
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1580417080865
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1580417080865
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1580417080865
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1580417080865
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1580417080865
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1580417080865
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1580417080865
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1580417080865
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1580417080865
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1580417080865
started,bundle,com.altera.sbtgui.integration,12.0.0.263,"com.altera.sbtgui.integration",1580417080865
started,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1580417080865
started,bundle,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project",1580417080865
started,bundle,com.altera.systemconsole,12.0.0.263,"com.altera.systemconsole",1580417080865
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.263,"com.altera.systemconsole.designs.plugin",1580417080865
started,bundle,com.altera.systemconsole.scripting,12.0.0.263,"com.altera.systemconsole.scripting",1580417080865
started,bundle,com.altera.utilities,12.0.0.263,"com.altera.utilities",1580417080865
os,sysinfo,,,"win32",1580417080865
arch,sysinfo,,,"x86",1580417080865
ws,sysinfo,,,"win32",1580417080865
locale,sysinfo,,,"en_CA",1580417080865
processors,sysinfo,,,"6",1580417080865
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1580417080865
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1580417080865
java.specification.name,sysinfo,,,"Java Platform API Specification",1580417080865
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1580417080865
java.specification.version,sysinfo,,,"1.6",1580417080865
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1580417080865
java.version,sysinfo,,,"1.6.0_23",1580417080865
java.vm.info,sysinfo,,,"mixed mode",1580417080865
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1580417080865
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1580417080865
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1580417080865
java.vm.specification.version,sysinfo,,,"1.0",1580417080865
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1580417080865
java.vm.version,sysinfo,,,"19.0-b09",1580417080865
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1580417082865
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1580417082896
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1580417082896
started,bundle,com.altera.sbtgui.core,12.0.0.263,"com.altera.sbtgui.core",1580417082896
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1580417082943
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1580417084068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1580417086412
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1580417089102
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1580417090196
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1580417091649
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1580417102043
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1580417123229
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1580417124948
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1580417308023
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1580417309823
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1580417310323
